Prob_RRAB,Prob_RRC,Prob_MIRA_SR,Prob_CEP,Prob_T2CEP,Prob_DSCT_SXPHE,Class,Pred,True_T_eff,Pred_T_eff,True_Radius,Pred_Radius
4458915788353814144,0.19308546,0.57854897,0.09109593,0.010624439,0.057766233,0.06887896,RRAB,RRC,6202.208,6237.5557,2.0362082,3.7873266
4659638061294505344,0.076104686,0.0009219732,0.8921957,0.0011863008,0.005029575,0.024561755,MIRA_SR,MIRA_SR,3500.284,3368.477,29.736034,55.09726
4688854799680686592,0.043264564,0.10282221,0.07108301,0.3847373,0.13437128,0.26372162,CEP,CEP,-1.0,5510.829,1.3780932,10.104392
4685865639897832960,0.01171188,0.029041912,0.0057298173,0.904627,0.01601495,0.032874387,CEP,CEP,6453.784,5427.4854,1.8911824,9.726726
432253892447086848,0.124334544,0.002955572,0.8577345,0.0005071897,0.0033314098,0.011136818,RRC,MIRA_SR,4718.7095,3649.4448,6.0159016,58.742737
3746457233082465536,0.89455116,0.07563195,0.011716028,0.0012298535,0.003968689,0.01290232,RRAB,RRAB,6663.1807,6678.668,2.5502977,0.16861439
5644750486351692928,0.0326007,0.20410506,0.0650938,0.08515025,0.17163052,0.44141963,RRC,DSCT_SXPHE,6771.0356,6484.509,2.0042024,2.2549672
6235416688364555520,0.0054597612,0.19795753,0.027945593,0.0025174695,0.2107465,0.5553732,DSCT_SXPHE,DSCT_SXPHE,7528.971,7430.882,2.0212054,0.05214691
5818434424010854272,0.08670414,0.0011931772,0.9079145,0.0001282694,0.000914996,0.0031448717,MIRA_SR,MIRA_SR,3654.504,3556.4868,105.03116,82.0533
5260308131179180032,0.35278386,0.42647532,0.05256263,0.081894726,0.04179699,0.044486504,RRC,RRC,-1.0,6949.0967,-1.0,3.8257637
5321861235948466176,0.22780532,0.06210933,0.077096894,0.5129363,0.04769758,0.07235454,RRAB,CEP,4970.7847,4925.0654,4.6174197,10.942964
6856415048930818176,0.039793152,0.5734291,0.06972634,0.0046294145,0.064209804,0.24821223,RRC,RRC,7624.8096,7424.306,-1.0,1.6194549
1957678739567424768,0.21447136,0.21955968,0.093491,0.2896358,0.09862586,0.08421631,T2CEP,CEP,4947.082,5499.186,39.240692,9.108752
4760312915033162240,0.12139165,0.15263407,0.020347485,0.63142896,0.033476837,0.04072102,RRC,CEP,6830.1494,6345.382,-1.0,6.131997
4663695465360385280,0.74305683,0.16256393,0.019629689,0.018899592,0.021742465,0.03410751,RRAB,RRAB,-1.0,6306.83,-1.0,4.4082975
6028747844334217344,0.085667774,0.00058760995,0.91269827,2.514995e-05,0.00021776918,0.00080342224,MIRA_SR,MIRA_SR,3679.7761,3555.8315,75.464005,96.63459
4215789750000355328,0.023242353,0.45302522,0.07685281,0.0069609056,0.11118773,0.328731,DSCT_SXPHE,RRC,7263.419,7043.1045,1.612134,2.8521595
4688857303646165248,0.16467378,0.06441595,0.067825735,0.5754042,0.04432241,0.08335784,CEP,CEP,4929.3545,4904.252,-1.0,11.836224
931273639919384960,0.48824877,0.41759193,0.0316044,0.0034212428,0.028316809,0.03081681,RRAB,RRAB,6390.89,6316.7734,1.0110292,3.2462645
6741562430819156096,0.55835414,0.3543865,0.030983824,0.0055053337,0.024857823,0.025912452,RRAB,RRAB,6356.9473,6115.6494,1.3880954,4.617999
6042818324600810240,0.04877453,0.30437014,0.09608112,0.029345486,0.17886747,0.3425613,RRC,DSCT_SXPHE,6474.083,6259.659,5.140749,1.8441682
4634983059208903040,0.025435101,0.092159174,0.017837593,0.70832175,0.042779207,0.11346726,RRC,CEP,-1.0,6872.4326,1.967196,3.0129943
5859445421788388480,0.07813024,0.08779541,0.014381271,0.6842347,0.05759941,0.077858955,RRAB,CEP,5202.464,5451.1055,3.642488,10.2446
1454784695372361088,0.08210202,0.7179841,0.03396485,0.0026819718,0.05919101,0.10407604,RRC,RRC,6810.0166,6914.376,-1.0,-0.9024992
4657228992802370304,0.043649476,0.05444478,0.024269117,0.80539334,0.023472808,0.048770465,T2CEP,CEP,5629.7236,5432.1064,-1.0,3.8562586
6441968400131307648,0.0020553665,0.035123877,0.018721392,0.011130773,0.21749239,0.7154762,DSCT_SXPHE,DSCT_SXPHE,7478.0566,7054.42,1.239069,4.762706
4321406019492504448,0.09834881,0.000116370495,0.9010924,5.2805403e-06,7.750459e-05,0.000359729,MIRA_SR,MIRA_SR,-1.0,3567.548,-1.0,91.21041
6585771086386480512,0.5175574,0.36234263,0.028757919,0.004695559,0.03265877,0.05398773,RRC,RRAB,6741.2993,6842.936,3.557473,3.525758
4295195208476760064,0.1704603,0.00011951618,0.8292908,2.8975937e-06,2.7804444e-05,9.8689605e-05,MIRA_SR,MIRA_SR,-1.0,3363.9219,-1.0,62.299953
2036971704241825536,0.09294492,0.00039669886,0.9055414,2.1221309e-05,0.00023812398,0.00085756765,MIRA_SR,MIRA_SR,3444.9597,3541.6663,-1.0,96.87753
4422554590927447168,0.8065538,0.15725487,0.00782118,0.002179596,0.016064294,0.010126228,RRAB,RRAB,-1.0,6015.9077,-1.0,6.06752
5875128924389179904,0.09485285,0.000116842406,0.9047345,4.408632e-06,4.9445698e-05,0.0002419872,MIRA_SR,MIRA_SR,-1.0,3673.6602,-1.0,101.80119
5927923104731932032,0.18952261,0.0003241998,0.80963826,5.473651e-06,0.00012649801,0.00038295277,MIRA_SR,MIRA_SR,-1.0,4390.101,-1.0,87.69673
6026599291144201216,0.81836283,0.15136908,0.005724262,0.0016586693,0.016189575,0.0066955388,RRAB,RRAB,4890.485,5711.369,5.9058824,8.766402
4649345666073371136,0.118626855,0.0006270371,0.87707186,6.105268e-05,0.00081907766,0.0027941072,MIRA_SR,MIRA_SR,-1.0,3698.1885,-1.0,64.14526
4685709199982950912,0.008293333,0.031096207,0.016650753,0.7092559,0.05431846,0.18038546,CEP,CEP,6576.577,5864.6113,6.5639973,2.4572105
4649266986564065536,0.3490479,0.28559765,0.027388737,0.2641466,0.030825473,0.04299361,RRC,RRAB,-1.0,6874.8955,-1.0,5.5320234
6434478080248560000,0.65968406,0.26045063,0.017512701,0.0017572559,0.019180717,0.04141459,RRC,RRAB,7162.589,6780.005,1.0630383,2.9209514
2052259898026804480,0.27587762,0.18210612,0.034681994,0.36481962,0.064977676,0.07753694,RRAB,CEP,6091.395,5972.4824,1.7371559,9.270803
5337249519684340480,0.09570645,7.278543e-05,0.90395844,2.1636145e-06,5.0691895e-05,0.0002094247,MIRA_SR,MIRA_SR,-1.0,3622.8972,-1.0,95.49286
4688938156402600064,0.16310489,0.07399039,0.027210044,0.64624083,0.032378864,0.057075005,CEP,CEP,5891.7314,5663.8184,-1.0,10.286121
5027166586113883392,0.90119475,0.062222995,0.0107545145,0.0006751951,0.0039169155,0.021235688,RRAB,RRAB,-1.0,6911.041,-1.0,-2.120614
1972186108316791808,0.107151374,0.00040055488,0.8893333,7.386083e-05,0.00074947276,0.0022914354,MIRA_SR,MIRA_SR,3654.504,3555.833,76.897255,81.55235
4446175128646118016,0.07889124,0.48462737,0.095199496,0.035975236,0.10495091,0.2003557,RRC,RRC,7241.456,6840.7773,3.3074296,2.7048507
2442616723791668224,0.77569145,0.16884816,0.011191505,0.008417918,0.0194195,0.01643149,RRAB,RRAB,-1.0,6769.9614,-1.0,3.3606703
5820920561547881600,0.090250984,9.215784e-05,0.909238,4.345859e-06,5.3523163e-05,0.00036098724,MIRA_SR,MIRA_SR,-1.0,3631.761,-1.0,93.352165
4824845898162975744,0.0021861154,0.027255638,0.009066477,0.33218855,0.071431585,0.55787164,DSCT_SXPHE,DSCT_SXPHE,7639.784,7225.99,-1.0,2.6814713
4193635655853658112,0.06943359,3.841873e-05,0.93003905,2.3082366e-06,5.6321765e-05,0.00043026943,MIRA_SR,MIRA_SR,-1.0,2941.091,-1.0,84.79821
4685640304383008000,0.0774099,0.08132077,0.0055835866,0.77095467,0.031532675,0.033198413,CEP,CEP,6626.493,6388.3135,-1.0,8.497702
4496859999050032000,0.114457265,0.47936535,0.06064995,0.048453573,0.123875916,0.1731979,RRC,RRC,6637.4746,6508.534,1.1650558,4.2633333
1324056641180471552,0.004641795,0.052778468,0.0135064,0.18472166,0.12978923,0.61456245,DSCT_SXPHE,DSCT_SXPHE,7389.207,7303.3877,-1.0,2.3234062
2042079966540433920,0.032914817,0.31269184,0.07804707,0.039976284,0.1351704,0.40119958,RRC,DSCT_SXPHE,7466.077,7138.9453,2.9403653,2.1520596
5969138195029161344,0.096204,0.00022772915,0.9031408,8.707658e-06,7.731104e-05,0.00034152126,MIRA_SR,MIRA_SR,-1.0,3624.4038,-1.0,97.02421
6689079480947238272,0.057845037,0.51871175,0.07706352,0.05310997,0.09431901,0.1989508,DSCT_SXPHE,RRC,7328.3096,7234.43,-1.0,2.2799478
5835897490568650752,0.091636695,0.00025485753,0.90752053,1.2285678e-05,0.000108676686,0.00046690053,MIRA_SR,MIRA_SR,-1.0,3733.972,-1.0,95.35393
6035289457405534080,0.1412074,0.6493525,0.07870634,0.0033345502,0.04575035,0.08164886,RRC,RRC,6643.797,6636.8086,2.203237,3.4204357
6060755521104158976,0.10292777,0.00034809334,0.8959793,1.6488642e-05,0.0001654878,0.00056291535,MIRA_SR,MIRA_SR,3388.7021,3703.78,-1.0,100.010315
2072809598559676416,0.06985553,0.00039385786,0.9228277,0.00019186697,0.00088894385,0.0058421395,MIRA_SR,MIRA_SR,3364.992,3367.7498,114.98489,50.261055
4702013166393500160,0.71301204,0.16651979,0.019751193,0.0023562077,0.020375272,0.07798557,DSCT_SXPHE,RRAB,-1.0,6956.922,-1.0,3.0470133
4885745716922514176,0.4163648,0.43549606,0.023455707,0.016261684,0.030997237,0.07742453,DSCT_SXPHE,RRC,-1.0,7271.203,-1.0,4.1434336
4447082908637810560,0.23767793,0.59180814,0.057684187,0.002238199,0.043045033,0.067546576,RRC,RRC,7185.5503,6758.4785,-1.0,2.3638844
4658427048002578688,0.026541362,0.07140955,0.023636762,0.7022919,0.04934702,0.12677339,RRC,CEP,-1.0,6695.837,-1.0,2.201489
5893039247241251968,0.23190849,0.1439372,0.5049012,0.027080173,0.052183602,0.039989337,RRAB,MIRA_SR,3768.0125,4144.495,5.574825,23.981575
4658908634091304064,0.08072391,0.0002914947,0.9137061,0.00015894973,0.00076649507,0.0043531153,MIRA_SR,MIRA_SR,-1.0,3504.2646,26.670502,50.03985
6012286059235379200,0.020110944,0.19913134,0.07196559,0.032896455,0.15883534,0.5170603,RRC,DSCT_SXPHE,6316.0166,6411.757,1.5441217,3.612193
5971156524704447232,0.09842645,0.5607785,0.094387345,0.041804228,0.08817178,0.11643166,RRC,RRC,6143.3076,4377.24,2.8543506,17.177197
1820576030524273408,0.7620338,0.19841145,0.009175714,0.0016769533,0.01791768,0.010784319,RRAB,RRAB,6002.545,5933.562,1.428102,5.545115
4762591451015612544,0.030799791,0.067748256,0.008960919,0.820587,0.02060053,0.051303476,RRC,CEP,7488.04,6791.336,3.9715455,5.307314
5852767950271145216,0.6328854,0.31543633,0.009475372,0.0044569066,0.024962338,0.012783648,RRAB,RRAB,4134.185,5304.5244,5.2937756,9.983801
5836297124282238720,0.08696469,0.000374113,0.9118534,2.0644107e-05,0.0001546198,0.0006324481,MIRA_SR,MIRA_SR,3637.8618,3743.406,-1.0,95.983696
5500805134156844672,0.08099885,0.0008515644,0.8996573,0.0010035307,0.002900676,0.014588061,MIRA_SR,MIRA_SR,3444.393,3351.3157,95.642525,46.689697
5809776942472873472,0.10055625,0.0029912414,0.88175476,0.00073268544,0.0038630345,0.0101021435,MIRA_SR,MIRA_SR,3782.2883,3589.5217,88.85734,72.30112
3280072369407410432,0.10459504,0.6703202,0.099736035,0.004663223,0.057368282,0.06331718,RRAB,RRC,6199.2134,5896.785,1.0810413,4.42834
3406297605649676160,0.4009246,0.5002982,0.022152795,0.009270897,0.040968433,0.026384996,RRC,RRC,6234.1543,5248.7344,1.6541414,7.797078
5912089484438742144,0.6634844,0.24926098,0.017125908,0.0042635878,0.028344564,0.037520647,RRAB,RRAB,6776.24,7308.71,1.7101517,2.7038722
4412769147897310336,0.048581623,0.4219053,0.094792984,0.010695796,0.14782372,0.2762005,RRC,RRC,7007.8496,6472.5713,1.126049,3.0874052
4652053973699271808,0.02633167,0.058125168,0.04000936,0.5769286,0.09625234,0.20235287,CEP,CEP,6188.9805,5754.2583,3.8625264,5.7546754
5247008752067478656,0.007342094,0.028376797,0.0126411235,0.74377495,0.04558976,0.1622752,DSCT_SXPHE,CEP,7021.53,6366.378,2.4132738,0.45693207
5860689965888849280,0.10709749,0.00022560939,0.89176786,1.5035241e-05,0.00020679561,0.00068724813,MIRA_SR,MIRA_SR,3613.7227,3731.2441,131.79881,95.901184
2782930248491753344,0.0018148393,0.04442237,0.018927716,0.01151246,0.2485159,0.6748067,DSCT_SXPHE,DSCT_SXPHE,7640.117,6762.4316,1.7091508,2.8326745
4687436876348126464,0.045482967,0.05543921,0.0055952766,0.8431359,0.020366514,0.029980108,CEP,CEP,7035.8027,6216.741,1.576128,6.5190268
4300926137932377600,0.06804204,0.63345724,0.098301806,0.0020867516,0.057245407,0.14086679,DSCT_SXPHE,RRC,7338.2925,7039.802,1.198062,1.6438136
4290518775034738688,0.33701858,0.38569713,0.066302575,0.05858748,0.06739382,0.085000426,RRAB,RRC,-1.0,5898.336,-1.0,5.8887215
1974979898633496960,0.09424835,0.0011809928,0.89403015,0.0004138363,0.002642443,0.0074842586,MIRA_SR,MIRA_SR,3809.0784,3529.8306,94.27828,75.76532
4648796803612500096,0.19044405,0.1439692,0.0115962615,0.5814472,0.03667443,0.035868857,RRAB,CEP,-1.0,6310.632,-1.0,9.185368
4533000293426381056,0.007295667,0.11210949,0.030327374,0.037586864,0.19367121,0.6190094,DSCT_SXPHE,DSCT_SXPHE,7531.966,6808.748,-1.0,-0.78413486
5958553063486467072,0.09033528,0.00033192488,0.9086706,1.3467979e-05,0.0001124417,0.000536336,MIRA_SR,MIRA_SR,-1.0,3620.2927,-1.0,98.42362
1351804539390016640,0.06186087,0.09891049,0.012723,0.7717567,0.02431345,0.030435402,RRAB,CEP,6359.9424,6211.274,3.25242,6.022203
3472772085800278528,0.043652277,0.57471144,0.10178565,0.004129635,0.10162183,0.17409915,RRC,RRC,7120.659,6499.037,-1.0,2.586433
4628908940363850624,0.29560426,0.23245844,0.03159323,0.36505434,0.03482157,0.040468078,RRC,CEP,-1.0,6699.897,-1.0,4.769683
4216628814809763968,0.002525285,0.04160761,0.017188448,0.017532814,0.21469906,0.70644677,DSCT_SXPHE,DSCT_SXPHE,7493.0317,6882.881,1.1062593,4.603058
5853170268450896768,0.07779059,0.24777234,0.31034926,0.061550867,0.12898019,0.1735568,T2CEP,MIRA_SR,3895.0981,4004.9338,29.391975,41.022083
6139067274690635648,0.17641413,0.00042127527,0.8226261,4.624393e-06,0.000115149116,0.00041872222,MIRA_SR,MIRA_SR,-1.0,4063.4355,-1.0,89.2386
5928203690685593088,0.089677736,0.00017505739,0.90969247,6.380169e-06,8.269631e-05,0.0003656296,MIRA_SR,MIRA_SR,-1.0,3610.0771,-1.0,103.69954
4132537409603380992,0.07593246,0.002468624,0.9162202,0.0002510509,0.0012427085,0.003884985,MIRA_SR,MIRA_SR,3404.645,3664.312,120.08178,89.53886
4662422471400826112,0.14578158,0.0012172296,0.82994634,0.0027112174,0.0021001645,0.018243553,MIRA_SR,MIRA_SR,3754.4885,3819.2722,24.478119,28.828514
4193674409335544320,0.81221926,0.12974742,0.009448736,0.0013781777,0.011426197,0.035780273,RRAB,RRAB,6603.5312,6525.95,0.95201874,2.4009705
5861460620475215616,0.10178839,0.00021855683,0.8972849,1.14008435e-05,0.00015468837,0.000541963,MIRA_SR,MIRA_SR,3365.0942,3734.018,77.1123,99.66353
674238470231000064,0.09405702,0.0006360012,0.9036151,3.6421086e-05,0.00035557008,0.0012998718,MIRA_SR,MIRA_SR,-1.0,3603.4,-1.0,89.83579
6003701003726797568,0.7095411,0.23202996,0.019305497,0.0011065543,0.013576498,0.024440402,RRAB,RRAB,6438.995,6539.1553,2.2302418,3.6255257
3705892881879543680,0.6703765,0.25823003,0.028229099,0.0011085146,0.01098177,0.031074077,RRC,RRAB,7643.8027,7251.926,2.9803724,-2.8975267
3084257697918412928,0.06050424,0.07453604,0.33036914,0.11631939,0.13794349,0.28032765,CEP,MIRA_SR,3769.643,4087.9917,77.11566,42.706394
5959669445727889920,0.55351603,0.34553504,0.032844894,0.0056777173,0.03577756,0.026648728,RRAB,RRAB,-1.0,5161.6704,-1.0,17.308216
4657994806845156992,0.031188307,0.056037925,0.019777963,0.80831265,0.025468545,0.059214644,CEP,CEP,5763.2817,5730.8394,-1.0,2.6550374
6346876106211376384,0.0049387547,0.023297202,0.004122146,0.8528376,0.03654308,0.07826117,RRC,CEP,7125.6514,6589.4873,4.555647,4.5509143
5988873196093000448,0.13860826,0.3154141,0.19365692,0.09625852,0.14713974,0.10892247,T2CEP,RRC,4786.0527,4690.748,35.32801,17.959118
1273336689483111424,0.41829044,0.43913588,0.024976293,0.0037693693,0.04100906,0.072818875,DSCT_SXPHE,RRC,-1.0,6883.168,-1.0,2.6819124
5860566854930203520,0.59013927,0.28557938,0.01806449,0.01783877,0.055917475,0.03246067,RRC,RRAB,6102.3765,5162.0127,1.0080285,16.784744
1962923581834379520,0.091651656,0.00021358437,0.906864,2.2305148e-05,0.00028083168,0.00096772745,MIRA_SR,MIRA_SR,3490.4473,3585.4653,-1.0,86.310524
6411644586695375360,0.3977747,0.4181113,0.034694605,0.032706145,0.052562688,0.064150564,DSCT_SXPHE,RRC,-1.0,6994.8013,-1.0,3.5515525
4493861841297673600,0.008562059,0.15539937,0.06259004,0.00859203,0.22860843,0.5362481,DSCT_SXPHE,DSCT_SXPHE,7051.7754,6393.2583,1.2410693,2.2019672
4688854761032384128,0.23652595,0.36329192,0.025744123,0.2554383,0.03177741,0.087222345,RRC,RRC,-1.0,7370.042,-1.0,2.3258429
5245675250627155200,0.034913726,0.043162834,0.017879726,0.8200254,0.029950075,0.054068282,RRAB,CEP,5680.6377,5520.871,7.868224,7.2109756
2745067397359206784,0.055868473,0.5379155,0.08957366,0.017571896,0.11394985,0.18512051,RRAB,RRC,6371.982,6504.8267,-1.0,4.288486
4636451074735777792,0.2859496,0.1973383,0.017360998,0.38206297,0.064054176,0.053233895,RRAB,CEP,-1.0,6038.1533,-1.0,9.433657
5858861954736011904,0.09278616,9.695468e-05,0.9069332,2.2629333e-06,3.4372908e-05,0.00014708038,MIRA_SR,MIRA_SR,-1.0,3537.2834,-1.0,105.54337
6671545431578564480,0.056092434,0.21344079,0.023582885,0.55800813,0.06447346,0.084402256,RRAB,CEP,6609.2485,6118.315,6.776034,5.1461964
4388847825029766528,0.07987619,0.6580178,0.08117028,0.001954776,0.054267086,0.12471383,DSCT_SXPHE,RRC,7718.6514,6962.1045,-1.0,2.1195455
5980167984657906816,0.09350787,0.0008663959,0.9035474,5.9377024e-05,0.00039464666,0.0016243515,MIRA_SR,MIRA_SR,3442.8606,3447.913,-1.0,88.43379
4615903676312504960,0.4191017,0.14266345,0.02260303,0.3344307,0.030723872,0.0504772,CEP,RRAB,6664.4287,6368.3516,1.4481053,6.6348014
5444099161984715776,0.1416631,0.62961817,0.057920158,0.0029975518,0.039698027,0.12810303,RRC,RRC,-1.0,7039.1777,-1.0,2.5325727
4655359139998994432,0.0070935925,0.025808163,0.0063352725,0.8782199,0.028098404,0.054444715,CEP,CEP,5202.464,5157.1377,3.3534377,8.808817
4533840840010856960,0.011483713,0.1726263,0.031725742,0.030508151,0.20347238,0.5501837,RRC,DSCT_SXPHE,6287.8135,6737.9385,4.214587,1.1775484
6883487052429901440,0.05102693,0.3911158,0.05764848,0.007456139,0.1236053,0.3691474,DSCT_SXPHE,RRC,7429.1396,7531.935,-1.0,0.72201824
4661472115435096704,0.1427317,0.0018079763,0.83210623,0.00079766515,0.0045073563,0.018049158,MIRA_SR,MIRA_SR,3543.4639,3769.4983,20.776474,40.995674
4652268206634401536,0.6690365,0.09347542,0.044848092,0.1053869,0.024819808,0.06243327,RRAB,RRAB,6782.2305,5696.715,-1.0,9.069487
6846252125516032768,0.12508962,0.0020887128,0.86066073,0.00030319736,0.0026302154,0.009227564,MIRA_SR,MIRA_SR,-1.0,3821.6213,-1.0,54.046844
4885558976040269440,0.5489332,0.2591684,0.021595262,0.094913445,0.027821578,0.047568124,RRAB,RRAB,6900.132,7083.931,2.0692139,7.0921693
6508929826493248256,0.014299679,0.1405026,0.04539053,0.017078387,0.19511281,0.58761597,RRC,DSCT_SXPHE,7613.5786,7317.7314,4.3676147,2.0508451
5243350573802980224,0.013558257,0.021706281,0.031979263,0.7050285,0.04916602,0.17856176,RRAB,CEP,5570.678,5342.541,6.0829134,5.632285
2028714681207315968,0.1046423,8.024756e-05,0.8950326,2.519474e-06,5.0721428e-05,0.00019153426,MIRA_SR,MIRA_SR,-1.0,3620.0679,-1.0,103.57242
4685983283301824128,0.11180034,0.06904942,0.014089821,0.7474953,0.019648563,0.037916634,CEP,CEP,7765.5723,6287.1943,1.541122,5.4733305
4572135902279660160,0.04536861,0.53473485,0.08381089,0.004687276,0.079846345,0.25155202,DSCT_SXPHE,RRC,-1.0,7300.158,-1.0,2.2389975
5345234344899392640,0.31655738,0.35547343,0.02881134,0.19615336,0.056568727,0.046435777,RRAB,RRC,5279.09,5848.8027,2.8293462,7.2347183
4690535987298253312,0.063081734,0.058192793,0.028463753,0.73884904,0.03729782,0.07411482,CEP,CEP,5801.883,5459.2925,4.027555,8.912041
4655425106436775936,0.58574784,0.11835358,0.058540646,0.1496753,0.03257531,0.05510735,RRAB,RRAB,-1.0,4989.847,-1.0,8.297217
4267866262867592960,0.10369164,0.0004727269,0.8935233,3.9241168e-05,0.000365213,0.0019079995,MIRA_SR,MIRA_SR,-1.0,3738.7168,-1.0,77.43262
4659125826311042304,0.1405285,0.01370625,0.64884907,0.019517194,0.039962955,0.13743603,MIRA_SR,MIRA_SR,4498.643,3694.8557,16.039648,32.975094
4661329625608998400,0.019872162,0.03094414,0.051407296,0.6344612,0.055120114,0.20819512,CEP,CEP,5293.74,5153.182,3.809517,6.9121757
4685883163368068096,0.012044712,0.047595937,0.012081739,0.6953218,0.07746636,0.15548955,CEP,CEP,-1.0,6081.304,1.3350854,7.022628
4435964406538443008,0.1160927,0.23321153,0.15135205,0.100409426,0.11904417,0.2798901,T2CEP,DSCT_SXPHE,3746.3489,4117.9854,62.875813,19.900501
4654627823011169280,0.06828214,0.0005218901,0.92045236,0.00043227815,0.0013813442,0.008930029,MIRA_SR,MIRA_SR,3605.4517,3444.5342,22.02069,38.616394
4498924125974841856,0.2039648,0.54814196,0.061965946,0.013524432,0.07008696,0.102315925,RRC,RRC,6797.205,6522.3027,1.5131168,-0.31125212
5880599166503358464,0.08189805,4.638917e-06,0.91804814,1.9923222e-07,5.268466e-06,4.3678763e-05,MIRA_SR,MIRA_SR,-1.0,3667.7246,-1.0,116.185715
6385421719705097728,0.06112041,0.058668695,0.18548316,0.28455684,0.12214379,0.28802708,RRAB,DSCT_SXPHE,-1.0,4886.187,-1.0,10.097031
3460773050983590912,0.08690595,0.5550769,0.11317821,0.008903953,0.09397732,0.14195766,RRC,RRC,7257.4287,6601.862,-1.0,3.5621922
6454183321481350144,0.7447102,0.18544358,0.014601159,0.0016507398,0.016323179,0.037271075,RRAB,RRAB,6255.2236,6459.8286,3.9405398,2.4471402
5906553001024016768,0.3359245,0.48434022,0.018081138,0.047678154,0.06900689,0.04496906,RRAB,RRC,4830.4014,5331.011,4.1075687,9.871612
4657936498397878016,0.0127728,0.033243947,0.0094739515,0.8387719,0.035014324,0.07072304,CEP,CEP,5180.6807,5432.37,3.3864434,7.6475863
6034456061939614976,0.15000536,0.6519884,0.087146275,0.0021345972,0.052526344,0.056199014,RRC,RRC,-1.0,6097.6113,-1.0,5.0677958
6028093153895067648,0.65984356,0.2928263,0.009568419,0.0030771967,0.022485957,0.012198585,RRAB,RRAB,4934.845,5399.196,-1.0,7.1120014
6889178124615312000,0.6702784,0.24536213,0.024155946,0.0023698634,0.02258933,0.03524442,RRAB,RRAB,6538.641,6576.4263,1.3860946,5.1358604
5980034497087159424,0.8309831,0.1422133,0.0054237433,0.0011588625,0.014249108,0.0059718676,RRAB,RRAB,6308.03,5770.5547,3.31043,8.4069395
4685932430880560384,0.032077488,0.04666109,0.023380732,0.8047858,0.029529164,0.06356575,CEP,CEP,-1.0,5467.539,-1.0,4.968507
4396358627615949440,0.10593957,0.006385328,0.8524064,0.0013686443,0.010659918,0.023240155,MIRA_SR,MIRA_SR,3532.7092,3481.319,57.14181,64.26495
4658234019377682048,0.013753934,0.02956617,0.0052229664,0.89936155,0.01824918,0.03384626,CEP,CEP,5276.7686,5382.561,-1.0,9.803868
4684887796049649152,0.011191334,0.033177134,0.020250356,0.70555,0.056895867,0.17293526,RRAB,CEP,6248.88,5670.546,7.291912,3.7679954
5339078729060659968,0.0123896655,0.19037347,0.047088116,0.039934468,0.14079112,0.5694232,DSCT_SXPHE,DSCT_SXPHE,-1.0,7852.1436,-1.0,-0.15271044
5716902810185777792,0.008836288,0.06848733,0.02853607,0.11963641,0.29678825,0.4777156,RRC,DSCT_SXPHE,4968.588,5356.6064,3.2654219,14.964789
1707826026505546112,0.025684172,0.3777152,0.03756118,0.004483872,0.04403533,0.5105203,DSCT_SXPHE,DSCT_SXPHE,-1.0,9411.2295,-1.0,-3.571968
3736031114072080512,0.09849498,0.6564189,0.085672975,0.0020895863,0.055343743,0.101979785,RRC,RRC,7270.407,6900.412,1.4551067,2.6343374
4687232981348341120,0.13409038,0.138345,0.015140196,0.64407456,0.022469446,0.045880407,CEP,CEP,6998.4062,7111.749,1.6901479,2.604947
4132229511991547264,0.54638153,0.3841459,0.026153866,0.0012992285,0.022012446,0.020007124,RRAB,RRAB,5221.6465,5977.7,6.6140056,4.8394165
1037969114407693952,0.7502249,0.17123602,0.016689798,0.005213941,0.019076401,0.037558943,RRAB,RRAB,6390.3906,6512.214,1.4140997,7.8085685
5873984023533350400,0.0035623868,0.053848438,0.019210052,0.08122587,0.34843338,0.49371994,CEP,DSCT_SXPHE,5133.0107,5247.035,45.842625,15.119434
5351417345469948416,0.11407926,5.8354008e-06,0.8858592,2.028294e-07,8.216624e-06,4.7369704e-05,MIRA_SR,MIRA_SR,-1.0,3896.336,-1.0,91.550186
2030599415898881664,0.07990703,1.5637868e-05,0.91991204,8.933701e-07,1.9856088e-05,0.0001445783,MIRA_SR,MIRA_SR,-1.0,3694.8784,-1.0,95.045944
4687453265936177408,0.0026433382,0.012966354,0.002772594,0.8698896,0.030913157,0.08081502,CEP,CEP,6913.509,6564.841,3.4864607,3.6348484
4685682949139151616,0.002290289,0.013070685,0.0032317166,0.7736994,0.0579939,0.14971401,CEP,CEP,6483.6787,6451.709,1.7311544,4.6929097
4688844800988793856,0.13573794,0.11957831,0.019533992,0.6415145,0.027657859,0.055977397,CEP,CEP,6849.836,6323.5356,1.7671614,4.0750895
1205585401454459648,0.11677867,0.7010913,0.043614503,0.0033997651,0.057536513,0.07757931,RRC,RRC,5789.155,5931.9688,3.4154482,3.0277524
1863991003039755904,0.06557539,5.2670624e-05,0.9339721,2.5599363e-06,4.861272e-05,0.00034864055,MIRA_SR,MIRA_SR,-1.0,3133.559,-1.0,91.00514
5948267166529523200,0.83629036,0.13676521,0.006212512,0.0009750682,0.012947741,0.0068090465,RRAB,RRAB,6369.926,5866.05,2.5262933,4.8873305
6652382657596430080,0.80834717,0.15920354,0.009387173,0.0013484482,0.0124255745,0.009288047,RRAB,RRAB,6163.2734,6214.637,2.5632997,4.8791795
