index,ID,Path,N,N_b,N_r,Class,T_eff,e_T_eff,E_T_eff,Lum,e_Lum,E_Lum,Radius,e_Rad,E_Rad,logg,e_logg,E_logg,Mass,e_Mass,E_Mass,rho,e_rho,E_rho
23621,4658198800632291584,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658198800632291584.dat,26,12,14,CEP,6119.505,5795.77,6955.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12508,5808565005778034560,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5808565005778034560.dat,25,12,13,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11377,6080761856702669056,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6080761856702669056.dat,30,15,15,MIRA_SR,3511.0066,3334.5,3745.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17692,5355605728870018432,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5355605728870018432.dat,40,20,20,RRD,5317.415,5087.5,5395.5,21.24645,-1.0,-1.0,2.813,-1.0,-1.0,3.7649,-1.0,-1.0,1.68,-1.0,-1.0,0.0754,-1.0,-1.0
12242,5697488522913931008,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5697488522913931008.dat,44,22,22,RRC,5761.5,5529.4136,5918.0,6.64217,-1.0,-1.0,1.989,-1.0,-1.0,3.9745,-1.0,-1.0,1.36,-1.0,-1.0,0.1729,-1.0,-1.0
4230,6748403695246844032,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6748403695246844032.dat,25,13,12,RRAB,6246.0,-1.0,-1.0,1.25408,-1.0,-1.0,0.956,-1.0,-1.0,4.5596,-1.0,-1.0,1.21,-1.0,-1.0,1.3834,-1.0,-1.0
23111,4685658308891582592,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685658308891582592.dat,30,15,15,CEP,6506.0,-1.0,-1.0,2.86517,-1.0,-1.0,1.332,-1.0,-1.0,4.3127,-1.0,-1.0,1.33,-1.0,-1.0,0.5624,-1.0,-1.0
2100,1302492130079926656,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1302492130079926656.dat,42,21,21,DSCT_SXPHE,7790.0,7304.0,8214.5,3.93153,-1.0,-1.0,1.161,-1.0,-1.0,4.5514,-1.0,-1.0,1.75,-1.0,-1.0,1.1182,-1.0,-1.0
8253,4661343850543904000,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4661343850543904000.dat,30,16,14,MIRA_SR,3631.78,3430.5225,3866.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18997,5865168036312708864,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5865168036312708864.dat,41,21,20,T2CEP,4403.6665,4273.3335,4718.0474,1.9351884,1.4672319,2.4031448,2.3899314,2.082043,2.5379362000000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20884,4651691993849657344,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4651691993849657344.dat,25,13,12,CEP,5866.6665,5702.5,6020.0,27.31904,-1.0,-1.0,4.128,-1.0,-1.0,3.3305,-1.0,-1.0,1.33,-1.0,-1.0,0.0189,-1.0,-1.0
18505,5859119760248045312,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5859119760248045312.dat,36,17,19,T2CEP,3948.2397,3822.0,4165.9297,-1.0,-1.0,-1.0,93.644,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6779,6377134082091283456,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6377134082091283456.dat,28,14,14,RRAB,6608.6665,6202.96,6887.0,24.4941,-1.0,-1.0,3.739,-1.0,-1.0,3.4388,-1.0,-1.0,1.4,-1.0,-1.0,0.0268,-1.0,-1.0
9344,5840958503820861696,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5840958503820861696.dat,33,17,16,MIRA_SR,3825.42,3573.6667,4045.59,-1.0,-1.0,-1.0,131.486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3839,5368652430735249280,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5368652430735249280.dat,31,15,16,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4010,6740310361952274944,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6740310361952274944.dat,22,11,11,RRAB,6156.0,-1.0,-1.0,1.2907,-1.0,-1.0,0.999,-1.0,-1.0,4.5073,-1.0,-1.0,1.17,-1.0,-1.0,1.1743,-1.0,-1.0
5771,5282904061511141888,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5282904061511141888.dat,28,14,14,RRAB,6161.0,5870.0,6574.3335,3.49292,-1.0,-1.0,1.514,-1.0,-1.0,4.1887,-1.0,-1.0,1.29,-1.0,-1.0,0.3721,-1.0,-1.0
20700,4687637880792394624,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4687637880792394624.dat,25,13,12,CEP,5767.675,5430.5,5948.5996,16.388920000000002,-1.0,-1.0,3.518,-1.0,-1.0,3.4211,-1.0,-1.0,1.19,-1.0,-1.0,0.0273,-1.0,-1.0
23785,4655039044680197120,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4655039044680197120.dat,25,12,13,CEP,5727.1104,5601.0,6134.5,32.35994,-1.0,-1.0,4.53,-1.0,-1.0,3.2464,-1.0,-1.0,1.32,-1.0,-1.0,0.0142,-1.0,-1.0
6104,4689288969305061248,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4689288969305061248.dat,24,12,12,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1762,5377287617097698688,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5377287617097698688.dat,40,20,20,DSCT_SXPHE,7051.718000000001,6980.0,7278.0,11.817846,9.80211,13.833583,2.3032017,2.1622093,2.3507745,3.963,-1.0,-1.0,1.68,-1.0,-1.0,0.1495,-1.0,-1.0
7003,5970516334100383616,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5970516334100383616.dat,24,12,12,RRAB,5776.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.887,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16975,4658415468786633088,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658415468786633088.dat,23,11,12,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24786,4685852926772812288,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685852926772812288.dat,29,15,14,CEP,5943.0,5295.51,6417.186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9612,6066606228632332416,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6066606228632332416.dat,30,15,15,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14535,6028222548266084096,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6028222548266084096.dat,22,11,11,RRC,7095.0,-1.0,-1.0,8.4342,-1.0,-1.0,1.922,-1.0,-1.0,4.0664,-1.0,-1.0,1.57,-1.0,-1.0,0.2211,-1.0,-1.0
5966,4555857323400405248,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4555857323400405248.dat,77,39,38,RRAB,6443.5,6160.0,6807.0,-1.0,-1.0,-1.0,5.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22316,4660378067014105856,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4660378067014105856.dat,113,57,56,CEP,5841.25,5640.0,6142.04,16.17664,-1.0,-1.0,2.929,-1.0,-1.0,3.6661,-1.0,-1.0,1.45,-1.0,-1.0,0.0577,-1.0,-1.0
22314,4658209275979562496,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658209275979562496.dat,24,12,12,CEP,6600.0,6273.5,6970.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15698,6060233596665988480,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6060233596665988480.dat,36,18,18,RRC,7020.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23248,4689017321268737280,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4689017321268737280.dat,29,15,14,CEP,6702.1333,6246.0,7335.33,8.66442,-1.0,-1.0,1.418,-1.0,-1.0,4.4464,-1.0,-1.0,-1.0,-1.0,-1.0,0.7189,-1.0,-1.0
17565,1729652603628213376,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1729652603628213376.dat,32,16,16,RRD,6811.6724,6576.6665,7210.3335,16.47055,-1.0,-1.0,2.779,-1.0,-1.0,3.7349,-1.0,-1.0,1.53,-1.0,-1.0,0.0713,-1.0,-1.0
21894,4687412996328135808,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4687412996328135808.dat,35,18,17,CEP,4961.0,4610.2397,4997.0,-1.0,-1.0,-1.0,14.189,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20612,4655006918314352384,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4655006918314352384.dat,28,14,14,CEP,5800.955,5550.56,5855.303000000001,-1.0,-1.0,-1.0,6.587000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7035,4704047198480419456,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4704047198480419456.dat,27,14,13,RRAB,6459.25,6331.3,6879.526999999999,4.47719,-1.0,-1.0,1.643,-1.0,-1.0,4.1371,-1.0,-1.0,1.35,-1.0,-1.0,0.3043,-1.0,-1.0
20168,4661669718267990272,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4661669718267990272.dat,28,14,14,CEP,5215.6665,4938.9336,5381.0,21.70598,-1.0,-1.0,4.371,-1.0,-1.0,3.1943,-1.0,-1.0,1.09,-1.0,-1.0,0.0131,-1.0,-1.0
3355,6393622560324178304,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6393622560324178304.dat,24,12,12,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11468,5873551400045162752,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5873551400045162752.dat,28,14,14,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1943,6395471290343201024,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6395471290343201024.dat,29,14,15,DSCT_SXPHE,7808.0,7380.0,8303.0,8.512774,6.665032400000001,10.360517,1.5944415,1.4099969,1.7847422,4.1788,-1.0,-1.0,1.62,-1.0,-1.0,0.3208,-1.0,-1.0
14022,4875063347279331712,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4875063347279331712.dat,33,17,16,RRC,7220.0,-1.0,-1.0,1.74122,-1.0,-1.0,0.843,-1.0,-1.0,4.7956,-1.0,-1.0,1.62,-1.0,-1.0,2.7009,-1.0,-1.0
8141,5837913234569427712,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5837913234569427712.dat,32,14,18,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1887,6658966709320433408,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6658966709320433408.dat,23,12,11,DSCT_SXPHE,7472.0,-1.0,-1.0,3.84008,-1.0,-1.0,1.169,-1.0,-1.0,4.5377,-1.0,-1.0,1.72,-1.0,-1.0,1.0757,-1.0,-1.0
14214,4311186574301708672,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4311186574301708672.dat,30,16,14,RRC,7093.0,-1.0,-1.0,1.29311,-1.0,-1.0,0.753,-1.0,-1.0,4.8804,-1.0,-1.0,1.57,-1.0,-1.0,3.6768,-1.0,-1.0
9009,5335333410182785024,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5335333410182785024.dat,29,14,15,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
249,4015500066177133824,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4015500066177133824.dat,26,13,13,DSCT_SXPHE,-1.0,-1.0,-1.0,6.61578,-1.0,-1.0,1.601,-1.0,-1.0,4.2491,-1.0,-1.0,1.66,-1.0,-1.0,0.4042,-1.0,-1.0
3572,4235165236527300096,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4235165236527300096.dat,29,15,14,RRAB,6652.0,-1.0,-1.0,5.34321,-1.0,-1.0,1.74,-1.0,-1.0,4.1029,-1.0,-1.0,1.4,-1.0,-1.0,0.2656,-1.0,-1.0
21181,4687483326397196544,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4687483326397196544.dat,31,16,15,CEP,5734.8667,5519.55,6049.52,-1.0,-1.0,-1.0,5.379,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22806,4685700129010558848,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685700129010558848.dat,32,16,16,CEP,6534.25,5972.0,7499.6396,6.97147,-1.0,-1.0,2.138,-1.0,-1.0,3.8885,-1.0,-1.0,1.29,-1.0,-1.0,0.132,-1.0,-1.0
8287,5984890490111501184,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5984890490111501184.dat,48,24,24,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1553,5284220486167671552,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5284220486167671552.dat,221,111,110,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14507,5946546460862909824,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5946546460862909824.dat,26,13,13,RRC,7157.3335,7031.0,7394.0,33.0378,-1.0,-1.0,3.43,-1.0,-1.0,3.603,-1.0,-1.0,1.72,-1.0,-1.0,0.0426,-1.0,-1.0
4327,6489896558662380288,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6489896558662380288.dat,35,18,17,RRAB,6484.0,-1.0,-1.0,1.44536,-1.0,-1.0,0.953,-1.0,-1.0,4.6007,-1.0,-1.0,1.32,-1.0,-1.0,1.5266,-1.0,-1.0
852,4687523222365736320,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4687523222365736320.dat,30,15,15,DSCT_SXPHE,7889.6665,7595.0,8355.0,1.8746,-1.0,-1.0,0.758,-1.0,-1.0,4.9411,-1.0,-1.0,1.83,-1.0,-1.0,4.2004,-1.0,-1.0
21108,4685755997941079552,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685755997941079552.dat,29,15,14,CEP,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7423,1825342207287872384,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1825342207287872384.dat,42,22,20,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19459,4651058602112774272,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4651058602112774272.dat,28,15,13,CEP,6791.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6232,4651782737926455296,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4651782737926455296.dat,25,13,12,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21396,4658008241507605760,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658008241507605760.dat,22,11,11,CEP,6120.0,5767.4,6806.404,-1.0,-1.0,-1.0,5.761,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9391,5992688501457505280,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5992688501457505280.dat,40,21,19,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11091,4661375152241874944,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4661375152241874944.dat,24,13,11,MIRA_SR,3675.5469,3473.5,4060.02,-1.0,-1.0,-1.0,14.318,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4912,4140275630700235776,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4140275630700235776.dat,34,17,17,RRAB,6344.0,-1.0,-1.0,1.79673,-1.0,-1.0,1.11,-1.0,-1.0,4.4481,-1.0,-1.0,1.26,-1.0,-1.0,0.9223,-1.0,-1.0
20478,4685879418154317568,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685879418154317568.dat,27,14,13,CEP,6764.0,6051.5,7282.5,14.101629999999998,-1.0,-1.0,1.879,-1.0,-1.0,4.1889,-1.0,-1.0,1.99,-1.0,-1.0,0.2998,-1.0,-1.0
5275,5976613396603432576,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5976613396603432576.dat,23,12,11,RRAB,6427.0,-1.0,-1.0,6.30968,-1.0,-1.0,2.026,-1.0,-1.0,3.9387,-1.0,-1.0,1.3,-1.0,-1.0,0.1563,-1.0,-1.0
13729,2181967493745338240,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2181967493745338240.dat,23,11,12,RRC,5449.83,5263.4,5745.0,6.20546,-1.0,-1.0,1.686,-1.0,-1.0,4.1749,-1.0,-1.0,1.55,-1.0,-1.0,0.3237,-1.0,-1.0
3048,4412299106677130240,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4412299106677130240.dat,33,17,16,DSCT_SXPHE,7068.75,6752.4224,7434.5,1.63218,-1.0,-1.0,0.88,-1.0,-1.0,4.7305,-1.0,-1.0,1.52,-1.0,-1.0,2.2272,-1.0,-1.0
22127,4687420280592275712,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4687420280592275712.dat,26,13,13,CEP,6818.0,6641.0,6920.7803,16.26548,-1.0,-1.0,2.73,-1.0,-1.0,3.7531,-1.0,-1.0,1.54,-1.0,-1.0,0.0757,-1.0,-1.0
17065,4662587634360143744,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4662587634360143744.dat,62,32,30,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2172,6876218451642553216,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6876218451642553216.dat,35,17,18,DSCT_SXPHE,7355.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5930,312211519323142784,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/312211519323142784.dat,31,16,15,RRAB,6545.0,6159.718000000001,7109.875,11.19977,-1.0,-1.0,2.5780000000000003,-1.0,-1.0,3.7521,-1.0,-1.0,1.37,-1.0,-1.0,0.0799,-1.0,-1.0
23999,4687218928216187776,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4687218928216187776.dat,29,14,15,CEP,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6076,1923299549289652480,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1923299549289652480.dat,45,23,22,RRAB,6262.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1132,5763703350814845440,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5763703350814845440.dat,24,12,12,DSCT_SXPHE,-1.0,-1.0,-1.0,6.75229,-1.0,-1.0,1.554,-1.0,-1.0,4.288,-1.0,-1.0,1.71,-1.0,-1.0,0.4553,-1.0,-1.0
14015,5283956912617746944,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5283956912617746944.dat,85,43,42,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12605,4287350497918944256,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4287350497918944256.dat,41,21,20,RRC,6370.0,-1.0,-1.0,0.93726,-1.0,-1.0,0.795,-1.0,-1.0,4.7413,-1.0,-1.0,1.27,-1.0,-1.0,2.5287,-1.0,-1.0
19223,4685871412333458432,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685871412333458432.dat,30,15,15,CEP,6112.1,5844.0,6416.053000000001,46.08635,-1.0,-1.0,4.591,-1.0,-1.0,3.3046,-1.0,-1.0,1.55,-1.0,-1.0,0.016,-1.0,-1.0
19143,4690517982801722880,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4690517982801722880.dat,29,15,14,CEP,6911.72,6156.875,8641.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10510,4308483493700537984,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4308483493700537984.dat,31,18,13,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16517,2054646108833476608,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2054646108833476608.dat,28,13,15,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4974,5808810948488367616,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5808810948488367616.dat,40,19,21,RRAB,6240.0,-1.0,-1.0,2.15208,-1.0,-1.0,1.255,-1.0,-1.0,4.3234,-1.0,-1.0,1.21,-1.0,-1.0,0.6119,-1.0,-1.0
14442,5281616808260783232,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5281616808260783232.dat,29,14,15,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15158,6648425412177481856,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6648425412177481856.dat,39,20,19,RRC,6341.25,5820.0,6722.0,14.65772,-1.0,-1.0,2.7310000000000003,-1.0,-1.0,3.7357,-1.0,-1.0,1.48,-1.0,-1.0,0.0727,-1.0,-1.0
5845,5951899918609565312,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5951899918609565312.dat,24,12,12,RRAB,4872.9067,4778.1553,4920.0,10.85975,-1.0,-1.0,2.584,-1.0,-1.0,3.7405,-1.0,-1.0,1.34,-1.0,-1.0,0.0776,-1.0,-1.0
15861,4665177121680983808,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4665177121680983808.dat,25,13,12,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
